,op_name,data,kernel.name,kernel.grid,kernel.block,kernel.duration,total_kernel_duration,info.input_shape,info.output_shape,info.params,info.flops
602,batch_norm_6,25690368,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[64, 1, 1]","[512, 1, 1]",430178,430178,"[64, 64, 56, 56]","[64, 64, 56, 56]",256.0,25690112.0
603,re_lu_11,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",121120,121120,"[64, 64, 56, 56]","[64, 64, 56, 56]",0.0,0.0
604,conv2d_7,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 2, 64]","[256, 1, 1]",131744,521314,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
605,conv2d_7,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 2, 256]","[256, 1, 1]",6689,521314,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
606,conv2d_7,64241664,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[2, 1568, 1]","[128, 1, 1]",382881,521314,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
607,batch_norm_7,102761472,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",1101891,1101891,"[64, 256, 56, 56]","[64, 256, 56, 56]",1024.0,102760448.0
608,re_lu_13,102760448,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[25088, 1, 1]","[512, 1, 1]",491073,491073,"[64, 256, 56, 56]","[64, 256, 56, 56]",0.0,0.0
609,conv2d_8,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 8, 64]","[256, 1, 1]",504897,884546,"[64, 256, 56, 56]","[64, 64, 56, 56]",16384.0,3288334336.0
610,conv2d_8,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 64]","[256, 1, 1]",6944,884546,"[64, 256, 56, 56]","[64, 64, 56, 56]",16384.0,3288334336.0
611,conv2d_8,64241664,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[1, 1568, 1]","[128, 1, 1]",372705,884546,"[64, 256, 56, 56]","[64, 64, 56, 56]",16384.0,3288334336.0
612,batch_norm_8,25690368,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[64, 1, 1]","[512, 1, 1]",422690,422690,"[64, 64, 56, 56]","[64, 64, 56, 56]",256.0,25690112.0
613,re_lu_14,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",121600,121600,"[64, 64, 56, 56]","[64, 64, 56, 56]",0.0,0.0
614,conv2d_9,25726976,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 2, 64]","[256, 1, 1]",131393,602978,"[64, 64, 56, 56]","[64, 64, 56, 56]",36864.0,7398752256.0
615,conv2d_9,25726976,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 2, 64]","[256, 1, 1]",5663,602978,"[64, 64, 56, 56]","[64, 64, 56, 56]",36864.0,7398752256.0
616,conv2d_9,25726976,"void xmma_cudnn::gemm::kernel<xmma_cudnn::implicit_gemm::fprop_indexed::Kernel_traits<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_a_t<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 16, false, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_base_a<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 16, xmma_cudnn::Row, 32, 256> >, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_c_n<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, 4, xmma_cudnn::Fragment_c<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, false> >, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 3> >(xmma_cudnn::implicit_gemm::fprop_indexed::Kernel_traits<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_a_t<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 16, false, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_base_a<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 16, xmma_cudnn::Row, 32, 256> >, xmma_cudnn::implicit_gemm::fprop_indexed::Gmem_tile_c_n<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, 4, xmma_cudnn::Fragment_c<xmma_cudnn::Ampere_hmma_tf32_traits<unsigned int, float>, xmma_cudnn::Cta_tile<xmma_cudnn::Ampere, 256, 64, 32, 4, 2, 1, 1>, false> >, xmma_cudnn::implicit_gemm::Input_related<0, 0, 0, false>, 3>::Params)","[1, 784, 1]","[256, 1, 1]",465922,602978,"[64, 64, 56, 56]","[64, 64, 56, 56]",36864.0,7398752256.0
617,batch_norm_9,25690368,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[64, 1, 1]","[512, 1, 1]",425889,425889,"[64, 64, 56, 56]","[64, 64, 56, 56]",256.0,25690112.0
618,re_lu_15,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",121664,121664,"[64, 64, 56, 56]","[64, 64, 56, 56]",0.0,0.0
619,conv2d_10,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 2, 64]","[256, 1, 1]",132033,518850,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
620,conv2d_10,64241664,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 2, 256]","[256, 1, 1]",6592,518850,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
621,conv2d_10,64241664,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[2, 1568, 1]","[128, 1, 1]",380225,518850,"[64, 64, 56, 56]","[64, 256, 56, 56]",16384.0,3288334336.0
622,batch_norm_10,102761472,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",1102467,1102467,"[64, 256, 56, 56]","[64, 256, 56, 56]",1024.0,102760448.0
623,re_lu_17,102760448,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[25088, 1, 1]","[512, 1, 1]",492865,492865,"[64, 256, 56, 56]","[64, 256, 56, 56]",0.0,0.0
624,conv2d_11,77103104,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 8, 64]","[256, 1, 1]",504354,923843,"[64, 256, 56, 56]","[64, 128, 56, 56]",32768.0,6576668672.0
625,conv2d_11,77103104,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 128]","[256, 1, 1]",8800,923843,"[64, 256, 56, 56]","[64, 128, 56, 56]",32768.0,6576668672.0
626,conv2d_11,77103104,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[1, 1568, 1]","[128, 1, 1]",410689,923843,"[64, 256, 56, 56]","[64, 128, 56, 56]",32768.0,6576668672.0
627,batch_norm_11,51380736,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 128, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",540161,540161,"[64, 128, 56, 56]","[64, 128, 56, 56]",512.0,51380224.0
628,re_lu_18,51380224,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[12544, 1, 1]","[512, 1, 1]",245281,245281,"[64, 128, 56, 56]","[64, 128, 56, 56]",0.0,0.0
629,conv2d_12,32260096,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 4, 64]","[256, 1, 1]",256513,560194,"[64, 128, 56, 56]","[64, 128, 28, 28]",147456.0,7398752256.0
630,conv2d_12,32260096,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 128]","[256, 1, 1]",7584,560194,"[64, 128, 56, 56]","[64, 128, 28, 28]",147456.0,7398752256.0
631,conv2d_12,32260096,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[1, 392, 1]","[128, 1, 1]",296097,560194,"[64, 128, 56, 56]","[64, 128, 28, 28]",147456.0,7398752256.0
632,batch_norm_12,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",142400,142400,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
633,re_lu_19,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",61345,61345,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
634,conv2d_13,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68129,307969,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
635,conv2d_13,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 512]","[256, 1, 1]",12768,307969,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
636,conv2d_13,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[4, 392, 1]","[128, 1, 1]",227072,307969,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
637,batch_norm_13,51382272,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[512, 1, 1]","[512, 1, 1]",501282,501282,"[64, 512, 28, 28]","[64, 512, 28, 28]",2048.0,51380224.0
638,conv2d_14,77201408,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[98, 8, 64]","[256, 1, 1]",497921,837891,"[64, 256, 56, 56]","[64, 512, 28, 28]",131072.0,6576668672.0
639,conv2d_14,77201408,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 512]","[256, 1, 1]",20929,837891,"[64, 256, 56, 56]","[64, 512, 28, 28]",131072.0,6576668672.0
640,conv2d_14,77201408,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[4, 392, 1]","[128, 1, 1]",319041,837891,"[64, 256, 56, 56]","[64, 512, 28, 28]",131072.0,6576668672.0
641,batch_norm_14,51382272,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[512, 1, 1]","[512, 1, 1]",496353,496353,"[64, 512, 28, 28]","[64, 512, 28, 28]",2048.0,51380224.0
642,re_lu_22,51380224,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[12544, 1, 1]","[512, 1, 1]",245857,245857,"[64, 512, 28, 28]","[64, 512, 28, 28]",0.0,0.0
643,conv2d_15,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 16, 64]","[256, 1, 1]",256289,489217,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
644,conv2d_15,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 16, 128]","[256, 1, 1]",12096,489217,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
645,conv2d_15,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[1, 392, 1]","[128, 1, 1]",220832,489217,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
646,batch_norm_15,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",142785,142785,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
647,re_lu_23,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",61024,61024,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
648,conv2d_16,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68704,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
649,conv2d_16,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 128]","[256, 1, 1]",7520,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
650,conv2d_16,12992512,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[1, 392, 1]","[128, 1, 1]",269345,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
651,batch_norm_16,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",147616,147616,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
652,re_lu_24,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",61153,61153,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
653,conv2d_17,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68000,309153,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
654,conv2d_17,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 512]","[256, 1, 1]",12576,309153,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
655,conv2d_17,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[4, 392, 1]","[128, 1, 1]",228577,309153,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
656,batch_norm_17,51382272,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[512, 1, 1]","[512, 1, 1]",496225,496225,"[64, 512, 28, 28]","[64, 512, 28, 28]",2048.0,51380224.0
657,re_lu_26,51380224,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[12544, 1, 1]","[512, 1, 1]",246881,246881,"[64, 512, 28, 28]","[64, 512, 28, 28]",0.0,0.0
658,conv2d_18,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 16, 64]","[256, 1, 1]",256673,490657,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
659,conv2d_18,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 16, 128]","[256, 1, 1]",12160,490657,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
660,conv2d_18,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[1, 392, 1]","[128, 1, 1]",221824,490657,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
661,batch_norm_18,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",142145,142145,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
662,re_lu_27,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",60928,60928,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
663,conv2d_19,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68384,346465,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
664,conv2d_19,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 128]","[256, 1, 1]",7520,346465,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
665,conv2d_19,12992512,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[1, 392, 1]","[128, 1, 1]",270561,346465,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
666,batch_norm_19,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",147520,147520,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
667,re_lu_28,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",61153,61153,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
668,conv2d_20,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68064,309377,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
669,conv2d_20,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 512]","[256, 1, 1]",13120,309377,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
670,conv2d_20,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[4, 392, 1]","[128, 1, 1]",228193,309377,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
671,batch_norm_20,51382272,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[512, 1, 1]","[512, 1, 1]",496097,496097,"[64, 512, 28, 28]","[64, 512, 28, 28]",2048.0,51380224.0
672,re_lu_30,51380224,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[12544, 1, 1]","[512, 1, 1]",245665,245665,"[64, 512, 28, 28]","[64, 512, 28, 28]",0.0,0.0
673,conv2d_21,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 16, 64]","[256, 1, 1]",256289,491681,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
674,conv2d_21,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 16, 128]","[256, 1, 1]",12096,491681,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
675,conv2d_21,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[1, 392, 1]","[128, 1, 1]",223296,491681,"[64, 512, 28, 28]","[64, 128, 28, 28]",65536.0,3288334336.0
